track_uri,track,artist,artist_popularity,followers,artist_genre,track_popularity,album,playlist,danceability,valence,energy,tempo,loudness,speechiness,instrumentalness,liveness,acousticness,key
0PG9fbaaHFHfre2gUVo7AN,Please Me,Cardi B,82,20923559,"['dance pop', 'pop', 'rap']",75,Please Me,party,0.747,0.65,0.57,133.992,-6.711,0.081,0,0.0832,0.0642,1
7pNC5ZIKtwUK0ReSpM3P9f,Black Widow,Iggy Azalea,69,6221801,"['australian hip hop', 'dance pop', 'hip pop', 'pop', 'pop rap', 'post-teen pop', 'rap', 'viral rap']",66,The New Classic,party,0.743,0.519,0.72,163.99,-3.753,0.124,0.000386,0.109,0.192,11
7LP4Es66zdY7CyjepqmvAg,Down,Jay Sean,67,1644356,"['dance pop', 'pop rap', 'post-teen pop', 'urban contemporary']",1,All Or Nothing,party,0.657,0.683,0.695,65.997,-4.493,0.0321,0,0.0822,0.0108,2
0Oe49j06Bjrxs8PltuVeaW,On The Floor - Radio Edit,Jennifer Lopez,77,12270288,"['dance pop', 'pop', 'pop rap', 'urban contemporary']",74,On The Floor,party,0.758,0.444,0.686,130.007,-6.346,0.0792,0.00127,0.142,0.0848,11
5OMwQFBcte0aWFJFqrr5oj,TiK ToK,Kesha,76,7489857,"['dance pop', 'pop', 'post-teen pop']",0,Animal,party,0.755,0.735,0.832,120.032,-2.741,0.116,1.27E-06,0.291,0.0746,2
0WfKDYeUAoLA3vdvLKKWMW,Poker Face,Lady Gaga,87,24485441,"['art pop', 'dance pop', 'pop']",0,The Fame,party,0.851,0.776,0.806,119.001,-4.618,0.0786,1.33E-06,0.121,0.12,4
2y4lAQpi5VTNLu2ldeTdUH,We Can't Stop,Miley Cyrus,82,19089467,"['dance pop', 'pop', 'post-teen pop']",78,Bangerz (Deluxe Version),party,0.613,0.484,0.622,80.003,-5.794,0.0334,0,0.37,0.00882,1
0rIAC4PXANcKmitJfoqmVm,Motivation,Normani,70,2241949,"['dance pop', 'pop', 'post-teen pop', 'r&b', 'rap', 'urban contemporary']",70,Motivation,party,0.599,0.881,0.887,170.918,-3.967,0.0984,1.21E-06,0.3,0.0192,4
3cHyrEgdyYRjgJKSOiOtcS,Timber (feat. Ke$ha),Pitbull,83,9771925,"['dance pop', 'miami hip hop', 'pop', 'pop rap']",82,Global Warming: Meltdown (Deluxe Version),party,0.581,0.788,0.963,129.992,-4.087,0.0981,0,0.139,0.0295,11
0Hf4aIJpsN4Os2f0y0VqWl,Feel This Moment (feat. Christina Aguilera),Pitbull,83,9771925,"['dance pop', 'miami hip hop', 'pop', 'pop rap']",78,Global Warming: Meltdown (Deluxe Version),party,0.673,0.542,0.758,135.956,-3.632,0.158,0,0.341,0.039,7
62zFEHfAYl5kdHYOivj4BC,International Love (feat. Chris Brown),Pitbull,83,9771925,"['dance pop', 'miami hip hop', 'pop', 'pop rap']",77,Planet Pit (Deluxe Version),party,0.67,0.648,0.855,120.05,-3.035,0.0499,0,0.335,0.0124,0
2EBCVPNAG46nbgs6jXPGvv,Starships,Nicki Minaj,86,27058629,"['dance pop', 'hip pop', 'pop', 'queens hip hop', 'rap']",78,Pink Friday: Roman Reloaded The Re-Up (Explicit Version),party,0.747,0.751,0.716,125.008,-2.457,0.075,0,0.251,0.135,11
0LohatbcUXRauoeMlR1jnS,Pound The Alarm,Nicki Minaj,86,27058629,"['dance pop', 'hip pop', 'pop', 'queens hip hop', 'rap']",61,Pink Friday ... Roman Reloaded,party,0.728,0.591,0.858,125.054,-3.686,0.0609,4.26E-06,0.0241,0.0403,9
16Of7eeW44kt0a1M0nitHM,You Make Me Feel... (feat. Sabi),Cobra Starship,58,487542,"['dance pop', 'electropop', 'neon pop punk', 'pop punk', 'post-teen pop']",71,Night Shades,party,0.668,0.748,0.857,131.959,-2.944,0.0535,6.71E-06,0.0385,0.0191,7
4356Typ82hUiFAynbLYbPn,DJ Got Us Fallin' In Love (feat. Pitbull),Usher,80,10218870,"['atl hip hop', 'contemporary r&b', 'dance pop', 'r&b', 'south carolina hip hop', 'urban contemporary']",80,Raymond v Raymond (Expanded Edition),party,0.663,0.654,0.861,119.963,-3.398,0.109,0,0.082,0.0338,7
4AYX69oFP3UOS1CFmV9UfO,Bottoms Up (feat. Nicki Minaj),Trey Songz,70,7009381,"['dance pop', 'hip pop', 'pop', 'r&b', 'southern hip hop', 'trap', 'urban contemporary']",72,"Passion, Pain & Pleasure (Deluxe Version)",party,0.844,0.331,0.601,73.989,-5.283,0.157,0,0.385,0.0205,1
2yPoXCs7BSIUrucMdK5PzV,Umbrella,Rihanna,90,51876953,"['barbadian pop', 'dance pop', 'pop', 'urban contemporary']",70,Good Girl Gone Bad,party,0.583,0.575,0.829,174.028,-4.603,0.134,0,0.0426,0.00864,1
0k2GOhqsrxDTAbFFSdNJjT,Temperature,Sean Paul,80,4178340,"['dance pop', 'dancehall', 'pop rap']",80,The Trinity,party,0.951,0.822,0.6,125.04,-4.675,0.0685,0,0.0712,0.106,0
6I9VzXrHxO9rA9A5euc8Ak,Toxic,Britney Spears,83,11740391,"['dance pop', 'pop']",83,In The Zone,party,0.774,0.924,0.838,143.04,-3.914,0.114,0.025,0.242,0.0249,5
12eMQUn2GzfsfsQLH53M19,Scream,Usher,80,10218870,"['atl hip hop', 'contemporary r&b', 'dance pop', 'r&b', 'south carolina hip hop', 'urban contemporary']",67,Looking 4 Myself (Expanded Edition),party,0.616,0.569,0.862,127.992,-5.18,0.0973,0,0.179,0.00117,7
6ebkx7Q5tTxrCxKq4GYj0Y,Club Can't Handle Me (feat. David Guetta),Flo Rida,79,8739857,"['dance pop', 'edm', 'miami hip hop', 'pop', 'pop rap']",77,Only One Flo (Part 1),party,0.616,0.473,0.869,127.966,-3.911,0.0327,0,0.064,0.0283,0
6KOEK6SeCEZOQkLj5M1PxH,California Gurls,Katy Perry,85,24401213,"['dance pop', 'pop']",71,Teenage Dream,party,0.788,0.403,0.753,125.005,-3.71,0.0536,0,0.18,0.0038,0
6QFCMUUq1T2Vf5sFUXcuQ7,Beauty And A Beat,Justin Bieber,92,68842404,"['canadian pop', 'pop']",74,Believe,party,0.601,0.534,0.843,128.002,-4.87,0.0593,5.27E-05,0.0681,0.000704,0
2QtxlzvSBONjs1bDC34ixs,Yeah 3x,Chris Brown,89,18079005,"['dance pop', 'r&b']",70,F.A.M.E. (Expanded Edition),party,0.705,0.7,0.882,130,-3.201,0.0445,1.16E-06,0.0934,0.000369,11
5qTvkDrSfvwDv6RBjjcfQr,Get Busy,Sean Paul,80,4178340,"['dance pop', 'dancehall', 'pop rap']",76,Dutty Rock,party,0.735,0.726,0.824,100.202,-4.143,0.036,0,0.158,0.615,10
6s8nHXTJVqFjXE4yVZPDHR,Troublemaker (feat. Flo Rida),Olly Murs,67,3271334,"['dance pop', 'pop', 'pop dance', 'post-teen pop', 'talent show', 'uk pop']",75,Right Place Right Time (Expanded Edition),party,0.762,0.965,0.863,106.012,-3.689,0.0561,0,0.125,0.015,0
7gvd8xj4QgPqbQSsn5pV7d,Sorry Not Sorry,Demi Lovato,80,23923457,"['dance pop', 'pop', 'post-teen pop']",2,Tell Me You Love Me (Deluxe),party,0.705,0.887,0.64,144.077,-6.928,0.225,0,0.262,0.0237,11
0Dc7J9VPV4eOInoxUiZrsL,Don't Tell 'Em,Jeremih,75,6088608,"['chicago rap', 'dance pop', 'pop', 'pop rap', 'r&b', 'urban contemporary']",74,Late Nights: The Album,party,0.856,0.386,0.527,98.052,-5.225,0.0997,0,0.11,0.392,2
30XU4suKzCeoCK9YFzdufg,Born This Way,Lady Gaga,87,24485441,"['art pop', 'dance pop', 'pop']",76,Born This Way (International Special Edition Version),party,0.587,0.494,0.828,123.907,-5.108,0.161,0,0.331,0.00327,11
1dzQoRqT5ucxXVaAhTcT0J,Just Dance,Lady Gaga,87,24485441,"['art pop', 'dance pop', 'pop']",82,The Fame,party,0.822,0.745,0.739,118.992,-4.541,0.0311,4.26E-05,0.181,0.0264,1
0n4bITAu0Y0nigrz3MFJMb,Blurred Lines,Robin Thicke,64,1908679,"['contemporary r&b', 'dance pop', 'hip pop', 'neo soul', 'r&b', 'urban contemporary']",76,Blurred Lines (Deluxe),party,0.853,0.843,0.599,119.993,-4.756,0.0411,7.93E-06,0.0759,0.00334,7
6FE2iI43OZnszFLuLtvvmg,Classic,MKTO,66,1011788,"['dance pop', 'pop', 'pop rap', 'pop rock', 'post-teen pop']",81,MKTO,party,0.72,0.756,0.791,102.071,-4.689,0.124,0,0.157,0.0384,1
1oHNvJVbFkexQc0BpQp7Y4,Starships,Nicki Minaj,86,27058629,"['dance pop', 'hip pop', 'pop', 'queens hip hop', 'rap']",74,Pink Friday ... Roman Reloaded,party,0.747,0.751,0.716,125.008,-2.457,0.075,0,0.251,0.135,11
1rfofaqEpACxVEHIZBJe6W,Havana (feat. Young Thug),Camila Cabello,82,28993976,"['dance pop', 'pop', 'post-teen pop']",81,Camila,party,0.765,0.394,0.523,104.988,-4.333,0.03,3.56E-05,0.132,0.184,2
2OsEJFTfzfjG4oC92cuP2c,Slow Down,Selena Gomez,85,39361893,"['dance pop', 'pop', 'post-teen pop']",65,Stars Dance (Bonus Track Version),party,0.722,0.721,0.821,127.944,-3.856,0.165,0,0.631,0.073,1
2q4rjDy9WhaN3o9MvDbO21,Kiss Me Thru The Phone,Soulja Boy,70,1694919,"['atl hip hop', 'chicago bop', 'dance pop', 'dirty south rap', 'pop rap', 'rap', 'southern hip hop', 'trap', 'viral rap']",78,iSouljaBoyTellem,party,0.758,0.795,0.712,149.998,-3.781,0.112,0,0.0677,0.0185,7
0IkKz2J93C94Ei4BvDop7P,Party Rock Anthem,LMFAO,68,4129792,"['dance pop', 'pop rap']",70,Sorry For Party Rocking,party,0.75,0.359,0.727,129.993,-4.21,0.142,0,0.266,0.0189,5
0obBFrPYkSoBJbvHfUIhkv,Sexy And I Know It,LMFAO,68,4129792,"['dance pop', 'pop rap']",65,Sorry For Party Rocking (Deluxe Version),party,0.707,0.795,0.861,130.021,-4.225,0.316,0,0.191,0.1,7
3wKKkGVn7cVSfgPeYYIiXG,Kiss Kiss (feat. T-Pain),Chris Brown,89,18079005,"['dance pop', 'r&b']",72,Exclusive (Expanded Edition),party,0.729,0.551,0.658,140.043,-3.386,0.225,0,0.0693,0.0506,10
2ZAx6NDhX2yE5aL5ueEQgY,Mr. Saxobeat,Alexandra Stan,62,365259,"['dance pop', 'electropop', 'romanian pop']",65,Saxobeats,party,0.72,0.781,0.925,127.004,-4.165,0.0511,0.000238,0.14,0.0276,4
4Y7XAxTANhu3lmnLAzhWJW,Fireball (feat. John Ryan),Pitbull,83,9771925,"['dance pop', 'miami hip hop', 'pop', 'pop rap']",74,Globalization,party,0.761,0.836,0.933,122.959,-5.38,0.056,8.53E-05,0.0607,0.0908,10
5XSZ8onipRr35H0wpWWsW3,Danza Kuduro,Don Omar,82,8486707,"['latin hip hop', 'puerto rican pop', 'reggaeton', 'urbano latino']",0,Danza Kuduro,party,0.701,0.886,0.914,130.078,-4.938,0.0851,0,0.0448,0.0817,0
6jEZLz3YpnEBRpVkv35AmP,Gasolina,Daddy Yankee,88,30858868,"['latin hip hop', 'reggaeton', 'urbano latino']",3,Barrio Fino (Bonus Track Version),party,0.857,0.753,0.801,96.009,-6.499,0.0618,1.20E-06,0.0789,0.332,0
0RRm4OS5ymfZryXBuj0G2m,Twerk (feat. Cardi B),City Girls,67,2152356,"['dance pop', 'pop', 'r&b', 'rap', 'scam rap', 'trap queen']",64,Girl Code,party,0.788,0.481,0.842,190.077,-4.006,0.142,0.00112,0.166,0.121,4
0OPyDgTRuIdCJ9B4bYSths,Hotel Room Service,Pitbull,83,9771925,"['dance pop', 'miami hip hop', 'pop', 'pop rap']",71,Pitbull Starring In Rebelution,party,0.85,0.738,0.631,126.002,-8.401,0.227,0.000406,0.0679,0.00684,1
2yjlYDiNiQkdxVqTlaSrlX,Super Freaky Girl,Nicki Minaj,86,27058629,"['dance pop', 'hip pop', 'pop', 'queens hip hop', 'rap']",80,Queen Radio: Volume 1,party,0.951,0.923,0.878,133.014,-2.565,0.211,1.61E-05,0.321,0.0509,2
42nSaPdT6g3ZIMHmKLlP2p,Let's Get Loud,Jennifer Lopez,77,12270288,"['dance pop', 'pop', 'pop rap', 'urban contemporary']",69,On The 6,party,0.82,0.906,0.937,130.992,-4.81,0.0549,0.000122,0.35,0.135,5
4C6Uex2ILwJi9sZXRdmqXp,Super Freaky Girl,Nicki Minaj,86,27058629,"['dance pop', 'hip pop', 'pop', 'queens hip hop', 'rap']",87,Super Freaky Girl,party,0.95,0.912,0.891,133.01,-2.653,0.241,1.77E-05,0.309,0.0645,2
7ef4DlsgrMEH11cDZd32M6,One Kiss (with Dua Lipa),Calvin Harris,85,23091066,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'progressive house', 'uk dance']",89,One Kiss (with Dua Lipa),party,0.791,0.592,0.862,123.994,-3.24,0.11,2.19E-05,0.0814,0.037,9
4Li2WHPkuyCdtmokzW2007,Ni**as In Paris,JAY-Z,84,7885183,"['east coast hip hop', 'hip hop', 'rap']",85,Watch The Throne (Deluxe),party,0.789,0.775,0.858,140.022,-5.542,0.311,0,0.349,0.127,1
2bJvI42r8EF3wxjOuDav4r,Time of Our Lives,Pitbull,83,9771925,"['dance pop', 'miami hip hop', 'pop', 'pop rap']",81,Globalization,party,0.721,0.724,0.802,124.022,-5.797,0.0583,0,0.694,0.0921,1
2CEgGE6aESpnmtfiZwYlbV,Dynamite,Taio Cruz,70,2185286,"['dance pop', 'edm', 'pop', 'pop rap']",82,The Rokstarr Hits Collection,party,0.751,0.816,0.783,119.975,-3.724,0.0859,0,0.036,0.00379,4
63rbP24OzfaQCJjsHWZXnY,Where Them Girls At (feat. Nicki Minaj & Flo Rida),David Guetta,90,25265058,"['big room', 'dance pop', 'edm', 'pop', 'pop dance']",66,Nothing but the Beat 2.0,party,0.664,0.555,0.872,129.873,-3.117,0.0396,0,0.228,0.0306,3
3avYqdwHKEq8beXbeWCKqJ,Last Friday Night (T.G.I.F.),Katy Perry,85,24401213,"['dance pop', 'pop']",75,Teenage Dream,party,0.652,0.72,0.812,126.023,-3.797,0.0409,3.01E-05,0.667,0.00125,3
3ZFTkvIE7kyPt6Nu3PEa7V,Hips Don't Lie (feat. Wyclef Jean),Shakira,87,26077542,"['colombian pop', 'dance pop', 'latin pop']",85,"Oral Fixation, Vol. 2 (Expanded Edition)",party,0.778,0.758,0.824,100.024,-5.892,0.0707,0,0.405,0.284,10
7EQGXaVSyEDsCWKmUcfpLk,Die Young,Kesha,76,7489857,"['dance pop', 'pop', 'post-teen pop']",78,Warrior (Expanded Edition),party,0.711,0.801,0.7,128.001,-4.805,0.046,0.000125,0.215,0.00498,1
1NpW5kyvO4XrNJ3rnfcNy3,Wild Ones (feat. Sia),Flo Rida,79,8739857,"['dance pop', 'edm', 'miami hip hop', 'pop', 'pop rap']",78,Wild Ones,party,0.608,0.437,0.86,127.075,-5.324,0.0554,0,0.262,0.0991,5
01TuObJVd7owWchVRuQbQw,#thatPOWER,will.i.am,73,3915783,"['dance pop', 'pop', 'pop rap']",67,#willpower (Deluxe),party,0.797,0.402,0.608,127.999,-6.096,0.0584,7.66E-05,0.0748,0.00112,6
1bM50INir8voAkVoKuvEUI,OMG (feat. will.i.am),Usher,80,10218870,"['atl hip hop', 'contemporary r&b', 'dance pop', 'r&b', 'south carolina hip hop', 'urban contemporary']",74,Raymond v Raymond (Expanded Edition),party,0.781,0.326,0.745,129.998,-5.81,0.0332,1.14E-05,0.36,0.198,4
3LUWWox8YYykohBbHUrrxd,We R Who We R,Kesha,76,7489857,"['dance pop', 'pop', 'post-teen pop']",72,Cannibal (Expanded Edition),party,0.736,0.653,0.817,119.95,-4.9,0.0407,0.00167,0.117,0.00987,8
3C0nOe05EIt1390bVABLyN,On The Floor,Jennifer Lopez,77,12270288,"['dance pop', 'pop', 'pop rap', 'urban contemporary']",80,Love?,party,0.73,0.575,0.777,130,-5.194,0.0496,0.000478,0.0691,0.105,3
1V4jC0vJ5525lEF1bFgPX2,Shots,LMFAO,68,4129792,"['dance pop', 'pop rap']",70,Party Rock,party,0.825,0.207,0.856,128.016,-1.912,0.0476,1.40E-06,0.127,0.00851,1
2LEF1A8DOZ9wRYikWgVlZ8,Good Feeling,Flo Rida,79,8739857,"['dance pop', 'edm', 'miami hip hop', 'pop', 'pop rap']",78,Wild Ones,party,0.706,0.684,0.89,128.011,-4.444,0.0688,0.00286,0.306,0.0588,1
67T6l4q3zVjC5nZZPXByU8,Whatcha Say,Jason Derulo,80,11668253,"['dance pop', 'edm', 'pop', 'pop rap', 'post-teen pop']",67,Jason Derulo,party,0.615,0.711,0.711,144.036,-5.507,0.0779,0,0.145,0.0444,11
4Dio1t8RHzLv1nfPJTSZyP,Whip My Hair,WILLOW,75,2265933,"['afrofuturism', 'pop', 'post-teen pop']",62,Whip My Hair,party,0.552,0.668,0.98,162.961,-4.676,0.254,0.00552,0.438,0.00159,9
19JdbdEwQI7bCxefMokZO8,My Humps,Black Eyed Peas,82,7129808,"['dance pop', 'pop', 'pop rap']",68,Monkey Business,party,0.801,0.586,0.682,123.95,-5.919,0.225,1.56E-05,0.109,0.111,1
7fBv7CLKzipRk6EC6TWHOB,The Hills,The Weeknd,96,55798489,"['canadian contemporary r&b', 'canadian pop', 'pop']",88,Beauty Behind The Madness,party,0.585,0.137,0.564,113.003,-7.063,0.0515,0,0.135,0.0671,0
0ffweDHrg4bZqdG4IfGYuo,Pied Piper,BTS,92,59623239,"['k-pop', 'k-pop boy group']",2,Love Yourself 承 'Her',kpop,0.583,0.776,0.712,94.051,-4.942,0.0326,0,0.268,0.2,2
5hnbE5BF2e8BCk9OMR1UVC,Mikrokosmos,BTS,92,59623239,"['k-pop', 'k-pop boy group']",2,MAP OF THE SOUL : PERSONA,kpop,0.58,0.475,0.858,174.039,-5.212,0.114,0,0.0502,0.125,8
7lthOBXNue2IvedLRfkod8,HOME,BTS,92,59623239,"['k-pop', 'k-pop boy group']",2,MAP OF THE SOUL : PERSONA,kpop,0.633,0.535,0.799,142.991,-4.625,0.0429,0,0.194,0.0142,7
5cQB9fbuQCz4muQUFkv3rR,Serendipity (Full Length Edition),BTS,92,59623239,"['k-pop', 'k-pop boy group']",1,Love Yourself 結 'Answer',kpop,0.347,0.226,0.578,86.73,-7.525,0.0626,0,0.231,0.445,8
6KUE0HSSudAp9AOycaF6SH,Make It Right,BTS,92,59623239,"['k-pop', 'k-pop boy group']",2,MAP OF THE SOUL : PERSONA,kpop,0.638,0.261,0.703,105.766,-7.874,0.444,0,0.132,0.0104,7
4CvId64YZSB0RfRdfzPIQU,So What,BTS,92,59623239,"['k-pop', 'k-pop boy group']",1,Love Yourself 轉 'Tear',kpop,0.656,0.46,0.883,129.947,-4.294,0.0737,0,0.0481,0.0238,9
645YBsxhFPSOKxGep3uHLv,Love Maze,BTS,92,59623239,"['k-pop', 'k-pop boy group']",1,Love Yourself 轉 'Tear',kpop,0.636,0.759,0.876,149.932,-4.652,0.0617,0,0.0728,0.0487,9
5XkyZyKMdFungjDb9cUKc3,A Brand New Day (BTS World Original Soundtrack) [Pt. 2],BTS,92,59623239,"['k-pop', 'k-pop boy group']",59,A Brand New Day (BTS World Original Soundtrack) [Pt. 2],kpop,0.804,0.704,0.498,105.008,-7.387,0.0571,0.000236,0.18,0.339,8
4c1WgUnHXq2LEncGHKgj1I,Dream Glow (BTS World Original Soundtrack) - Pt. 1,BTS,92,59623239,"['k-pop', 'k-pop boy group']",62,Dream Glow (BTS World Original Soundtrack) [Pt. 1],kpop,0.735,0.541,0.74,141.948,-3.837,0.0519,0,0.101,0.0967,0
4CVwRasMz0DvGbYRkr5fDq,いいね!Pt.2 ~あの場所で~,BTS,92,59623239,"['k-pop', 'k-pop boy group']",27,THE BEST OF 防弾少年団,kpop,0.681,0.848,0.712,95.118,-6.088,0.197,0,0.365,0.459,11
5IYnriBBJz1iz1ki3bJnWo,Coffee,BTS,92,59623239,"['k-pop', 'k-pop boy group']",0,"O!RUL8,2?",kpop,0.656,0.572,0.798,92.03,-6.608,0.103,0,0.321,0.00862,0
38td8VabuKlQt72Q2VnhbO,134340,BTS,92,59623239,"['k-pop', 'k-pop boy group']",1,Love Yourself 轉 'Tear',kpop,0.664,0.65,0.688,106.022,-6.466,0.0543,9.14E-05,0.173,0.153,11
01dmH2IPkrLNWIMPNXlreE,Paradise,BTS,92,59623239,"['k-pop', 'k-pop boy group']",1,Love Yourself 轉 'Tear',kpop,0.519,0.929,0.828,139.413,-5.523,0.365,0,0.0571,0.214,5
22ryCgQttpV7oCrn7llGRu,Magic Shop,BTS,92,59623239,"['k-pop', 'k-pop boy group']",1,Love Yourself 轉 'Tear',kpop,0.541,0.285,0.661,149.926,-5.838,0.0889,0,0.0779,0.103,1
3p6hnejEQYXkiTO1lAzVc0,Euphoria,BTS,92,59623239,"['k-pop', 'k-pop boy group']",3,Love Yourself 結 'Answer',kpop,0.637,0.562,0.799,104.995,-4.519,0.0338,0,0.0921,0.394,2
41sIKltzKnhFsDXWTKjO3R,So Far Away,Agust D,66,10453777,['k-rap'],0,Agust D,kpop,0.485,0.277,0.828,93.723,-4.505,0.112,0,0.325,0.00927,11
0ono6UCNVZ1XqOm6j78Blu,Filter,BTS,92,59623239,"['k-pop', 'k-pop boy group']",2,MAP OF THE SOUL : 7,kpop,0.781,0.86,0.762,110.042,-5.188,0.0626,0,0.121,0.0222,10
4vTgx6h4seHvkuFh84JXYP,My Time,BTS,92,59623239,"['k-pop', 'k-pop boy group']",1,MAP OF THE SOUL : 7,kpop,0.674,0.664,0.64,99.908,-5.139,0.0339,0,0.0925,0.151,0
5GKwq4sO5ZHKuWaDmdwMQc,Bad Boy,Red Velvet,76,7959535,"['k-pop', 'k-pop girl group']",74,The Perfect Red Velvet - The 2nd Album Repackage,kpop,0.714,0.814,0.736,149.985,-3.801,0.0457,0,0.0553,0.191,2
2r5oD7twaQTsv5KoRS6v16,Really,BLACKPINK,86,35989680,"['k-pop', 'k-pop girl group']",0,SQUARE UP,kpop,0.696,0.947,0.881,142.019,-2.082,0.104,0,0.277,0.0235,1
6MN6oiT2d7qxYEOwXwgV34,Kick It,BLACKPINK,86,35989680,"['k-pop', 'k-pop girl group']",0,Kill This Love,kpop,0.765,0.381,0.787,124.949,-3.647,0.0445,0,0.0736,0.0156,1
4TWHREp4wv0TmewqR6rgRd,STAY,BLACKPINK,86,35989680,"['k-pop', 'k-pop girl group']",0,SQUARE TWO,kpop,0.628,0.343,0.433,88.074,-6.808,0.0383,7.71E-06,0.104,0.569,1
2oqbLpgVM4sCN34TeNBYEP,LUV,Apink,54,1147194,"['k-pop', 'k-pop girl group']",0,Pink LUV + Blossom,kpop,0.735,0.685,0.911,103.978,-3.282,0.0437,0,0.074,0.0511,6
6xTwMQnaWFzi9bduxSIUra,Petal,Apink,54,1147194,"['k-pop', 'k-pop girl group']",28,Pink MEMORY,kpop,0.591,0.443,0.814,140.01,-4.809,0.0934,6.44E-06,0.129,0.421,6
3ObPkJQAgjAhTwYvDhPrAW,Blue Hour,TOMORROW X TOGETHER,77,7266810,"['k-pop', 'k-pop boy group']",73,minisode1 : Blue Hour,kpop,0.71,0.746,0.82,112.005,-4.362,0.0836,0,0.0871,0.00962,3
2n9soKlLyzuJvTTc7a0OOT,나를 잊지마요,Girl's Day,48,683891,"['k-pop', 'k-pop girl group']",38,기대,kpop,0.624,0.623,0.971,133.82,-0.299,0.0779,0,0.31,0.111,0
53PNN2kVM1eFU8C9KRs1jT,Because of you,After School,44,321589,"['k-pop', 'k-pop girl group']",6,Because of You,kpop,0.691,0.585,0.826,124.884,-3.968,0.0335,0,0.34,0.255,1
2zpQSMe7xEFeSdGNoFLWl8,DIVA,After School,44,321589,"['k-pop', 'k-pop girl group']",4,Diva,kpop,0.675,0.856,0.988,129.98,-2.093,0.0612,0,0.24,0.186,4
2LdOm1BBfBbQjw9LrqmfuC,First Love,After School,44,321589,"['k-pop', 'k-pop girl group']",45,After School The 6th Maxi Single 'First Love',kpop,0.689,0.672,0.851,89.99,-2.96,0.0594,0,0.263,0.135,4
1rp986nzkyAX1wFpxzbwlC,Replay,SHINee,62,2863888,"['k-pop', 'k-pop boy group']",64,The SHINee World - The First Album,kpop,0.716,0.59,0.779,99.977,-2.203,0.0805,1.16E-06,0.167,0.178,1
46E1ic6n099e76t5J1TbHn,View,SHINee,62,2863888,"['k-pop', 'k-pop boy group']",60,Odd - The 4th Album,kpop,0.728,0.656,0.801,123.953,-4.428,0.0439,0,0.0415,0.04,6
1EYSS9Lp7a9f20C3FaOVgI,Baby Don’t Stop,NCT,58,5386708,"['k-pop', 'k-pop boy group']",64,NCT 2018 EMPATHY,kpop,0.827,0.352,0.739,95.999,-6.391,0.0744,4.13E-06,0.043,0.0214,8
2MsNSKQNQNRklkKFxxvIav,9 and Three Quarters (Run Away),TOMORROW X TOGETHER,77,7266810,"['k-pop', 'k-pop boy group']",0,The Dream Chapter: MAGIC,kpop,0.639,0.532,0.756,128.937,-4.42,0.0608,0,0.13,0.0055,1
2HtcPHFdo7eu4Ilbvb0BVI,Feel Special,TWICE,81,16122933,"['k-pop', 'k-pop girl group']",0,Feel Special,kpop,0.709,0.644,0.959,128.983,-1.339,0.0603,0.00188,0.107,0.0296,1
5xN4mELTPNXfLMpr5PqnHX,넘버나인,T-ARA,53,759698,"['k-pop', 'k-pop girl group']",0,Again 1977,kpop,0.756,0.506,0.835,127.986,-3.697,0.04,2.13E-06,0.05,0.0102,1
2orE4MtP5Oy0ynoA1KkF3t,"눈,코,입(Eyes, Noes, Lips)",TAEYANG,56,835651,['korean r&b'],0,RISE,kpop,0.631,0.254,0.516,143.777,-5.759,0.0378,0,0.264,0.738,0
3d3RUv7bMGWEHw5Rr6TBjL,Haru Haru,BIGBANG,66,4991585,"['k-pop', 'k-pop boy group']",0,Stand Up,kpop,0.687,0.675,0.914,126.001,-5.02,0.0437,0,0.0858,0.166,6
2vzn8usBcuNL93DnTjEK0z,LOSER,BIGBANG,66,4991585,"['k-pop', 'k-pop boy group']",63,MADE,kpop,0.639,0.488,0.692,89.846,-4.127,0.107,0,0.356,0.338,3
3lYvepDz6yYj29z7e4r5z0,FXXK IT,BIGBANG,66,4991585,"['k-pop', 'k-pop boy group']",62,MADE,kpop,0.716,0.575,0.763,90.101,-3.001,0.0945,0,0.271,0.147,0
2BQIMF7CyLe2xAKzh74A4C,Gee,Girls' Generation,67,2322100,"['k-pop', 'k-pop girl group']",51,Gee - The First Mini Album,kpop,0.749,0.727,0.923,99.975,-1.014,0.0277,0,0.111,0.292,1
6VOG2ROMCklbn6SSg9mA9H,Oh!,Girls' Generation,67,2322100,"['k-pop', 'k-pop girl group']",55,Oh! - The Second Album,kpop,0.759,0.44,0.966,143.987,-2.207,0.0416,1.03E-05,0.229,0.0218,2
69QlYqNJeZG14R4an2aoJv,Fiction,Beast,51,457924,"['k-pop', 'k-pop boy group']",59,Fiction And Fact,kpop,0.665,0.455,0.866,128.041,-3.81,0.056,0,0.373,0.223,7
3Ase3jvjv2RYIa92MMfu82,Be Mine,INFINITE,49,864319,"['k-pop', 'k-pop boy group']",52,Over The TOP,kpop,0.688,0.756,0.926,129.985,-3.027,0.0607,0,0.0936,0.00194,10
2N8gVC6b45879mbNo9IMZr,Bad,INFINITE,49,864319,"['k-pop', 'k-pop boy group']",51,Reality,kpop,0.689,0.458,0.858,99.994,-3.051,0.116,0,0.134,0.24,0
3YxK7NqMCWDpmrQ82Wvx25,STEP,KARA,61,498019,"['k-pop', 'k-pop girl group']",62,KARA 3rd Album STEP,kpop,0.618,0.761,0.975,122.939,-0.883,0.128,3.09E-06,0.423,0.0113,6
